Unnamed: 0,FINAL_FIX,sentiment,confidence,label
552,ui friendly for me as first time use it however i did not use kode promo sadly,0,0.9999191761016846,Negative
553,ui promo terus,0,0.9998915195465088,Negative
554,prioritas customer rasa gak istimewah nya aplikasi sangat buruk chat layan robot minta proses aju refund becus parah bener,0,0.9999344348907472,Negative
555,sekian kali booking lewat trouble refund,0,0.9999237060546876,Negative
556,proses cepat perlu aksih diacount khusus langgan setia trevel loka,0,0.9998574256896972,Negative
557,aplikasi apa error kemaren mau guna kok restart terus akhir sebel aq hapus sekarang q download lambat banget henti g gerak,0,0.99993634223938,Negative
558,kalian install aplikasi haram uninstall sekarang usah bayar tagih paylaternya galbay kan,0,0.9999216794967652,Negative
559,kupon gratis ichitan dr alfamart hasil tukar poin tdk klaim tdk solusi baik dr alfamart nilai kecil tanda promo poin dr kredibel serius kompatibel akomodatif utk jalan bisnis kantor yg perlu invoice bill dr hotel perlu invoice manual dr,1,0.9996324777603148,Positive
560,alam kleneng bantu orang sakit,1,0.9983810186386108,Positive
561,update kursi kereta ngak jelas pilih kursi nyata selesai bayar jadi kursi random,0,0.9999215602874756,Negative
562,naik limit baru belanja sekali shopee dua nya mau belanja virtual akun guna proses aktivasi alami kendala periksa aman haduh payah dah,0,0.9999231100082396,Negative
563,keren abis buat reservasi tak kendala kalo kendala langsung info bantu dapat solusi baik sukses selalu terima kasih,1,0.9991113543510436,Positive
564,memang cuma paling bagus aplikasi paling lengkap,1,0.9992744326591492,Positive
565,tida jelas udh transfer via bca isi saldo uang upload bukti bayar tunggu menit lebih hampir jam uang saldo masuk notif tunggu gimana ni system  lambat customer service bot robot uang bayar gantung,0,0.99990975856781,Negative
566,so far so good lah,1,0.996224045753479,Positive
567,my my my heart beat to be,0,0.9915488958358764,Negative
568,sangat bantu penting traveling booking hotel tiket pesawat,1,0.9969843029975892,Positive
569,sangat bantu fitur mudah guna,1,0.9860580563545228,Positive
570,allah enakedak waa tahun jawab indah dlm hidup tahk rindu pada langka sia sia amin,1,0.999607503414154,Positive
571,google play setori ku pusat perbelanjanan tokoh onlen percaya,1,0.9997995495796204,Positive
572,layan sangat muas customer fast respon wlu kadang byk harga yg jauh bawah tp lbh pilih mau reschedule cancel sangat bantu sm cs nya sll solusi tiap kendala muas,0,0.9017174243927002,Negative
573,mau bayar tagih via m banking seringkali bca yg kasihan guna himbara bni mandiri bri selalu masalah,0,0.9998749494552612,Negative
574,lalu bagaimana pesan tiket pesawat bayar tiket layan baik baik terimakasih moga sukses tipu orang ikut,1,0.9995774626731871,Positive
575,jan bikin orang dampar negara,1,0.9930582046508788,Positive
576,paling recommended mau sewa hotel best of the best lah pokok,1,0.9996340274810792,Positive
577,mantappp moga harga yah turun yahhh,0,0.9998762607574464,Negative
578,mantap terimakasih sangat bantu masyarakat sukses terus depan,1,0.9997748732566832,Positive
579,sering tipu aplikasi foto bagus asli kya rumah hantu,0,0.9996039271354676,Negative
580,koq ngga langsung pemberitahuan sdh bayar via wacmaupun email,0,0.999925971031189,Negative
581,sangat bagus manfaat urus terbang hotel experience antar jemput taksi banyak semua top deh hayo teman teman sdr sdri pakai app sanga muas terimakasih,1,0.9998745918273926,Positive
582,kiki men pria yes tiket promo senang,1,0.9997510313987732,Positive
583,tks atas aplikasi yg mantap,1,0.999850869178772,Positive
584,harga yg tera sesuai makin mahal kode unik layan bayar kirim bukti bayar sendiri yg etik email kirim makin rumit aja dulu transfer lansung masuk emaill,0,0.999858260154724,Negative
585,aplikasi travelola sangaat bantu semua penting  trima kasih,1,0.9998182654380798,Positive
586,lebih banyak promonya lebih murah mudah,1,0.9996116757392884,Positive
587,recomendet banget paylater nya sangat bantu mungkin tambah kan paylater top up pulsa token listrik mohon respon yah admin,1,0.9549883604049684,Positive
588,nice app moga makin byk promonya,1,0.9922278523445128,Positive
589,gabisa daftar bintang sangat pantas,0,0.9994927644729614,Negative
590,the world is in your hand,1,0.999622106552124,Positive
591,tepat hari sabtu juli akses aplikasi baik utk lihat tiket pesawat hotel mohon tunjuk admin terimakasih,0,0.9983609318733216,Negative
592,bayar atm gk pakek m banking repot kalau atm,0,0.9999234676361084,Negative
593,layan sangat buruk kata ivan hubung cs travel bilg mohon tunggu info refund kurang jumlah hrg tiket tumpang yg awal byr jadi arti potong dr maskapai dgn asuransi besar harus bertanggungjawab rugi dr pihak travel maskapai sriwijaya air sj batal terbang sangat kecewa pihak travel sedia refund proses terlalu lama,0,0.9998624324798584,Negative
594,harga hotel terlalu mahal ga sesuai ma fasilitas,0,0.9999339580535888,Negative
595,aplikasi yg tanggung jawab jual ticket masuk hk ocean park issue mau jam bs refund jual jam siang watanabe tutup jam cs profesional scam jgn pernah pake apps sangat kecewa,0,0.9999029636383056,Negative
596,ga batal pesan ga uangnyaa,0,0.999923586845398,Negative
597,thanks for make our easy to travel and more inovation for your promo,1,0.9998494386672974,Positive
598,sangat bantu dah lama dpt htga yg berbalaoi,1,0.9973942041397096,Positive
599,sngat bantu butuh tiket utk jalan keluar kota utama mudik lebaran,1,0.9779415726661682,Positive
600,aplikasi gak log in buka minta konfirmasi wa sms kode gak kirim wa sms kirim sinyal hp nerima yg hny gak fungsi,0,0.9999234676361084,Negative
601,parah hati sen tiket bus lwt shopee vendor istri sdh hub shopee bus nya awal tp nya ngk bsa hub uang hilang,0,0.9999229907989502,Negative
602,mudah beli tiket pesawat sini,1,0.9997422099113464,Positive
603,makasih sempat was gak dpt tiket murah buat jalan luar kota tetap beri yg baik buat langgan yg sukses selalu,1,0.9998005032539368,Positive
604,masalah harga terlalu lama muncul,0,0.9999274015426636,Negative
605,sy guna lebih tahun sangat baik pernah batal berangkat langsung refund proses tdk rumit malah bonus voecher hotel memang hebat playanan tiada dua,1,0.9997206330299376,Positive
606,sangat puas pakai apk respon cepat bantu,1,0.9994049072265624,Positive
607,jangan download apli kasi aplikasi nya sangat licik tipu jangan makan korban,0,0.9999343156814576,Negative
608,aplikasi nya bagus mudah cepat,1,0.999559223651886,Positive
609,aplukasi tolol pesan hotel bayar pas chek in hotel terima pesan,0,0.997788667678833,Negative
610,beli tiket evocher butuh waktu yg lumayan lamaaa gak tahu sekarang knapa padahal dah tf beda dulu langsung ketika e voucher muncul limit paylatter yg gak pernah naik kayak gak pernah cek konsumen yg loyal yg malah konsumen baru yg voucher potong aneh,0,0.9999312162399292,Negative
611,sangat bantu aplikasi nya nya,0,0.9998971223831176,Negative
612,dodol dah sdh masuk email hp hp pertama daftar sdh tahun lalu pandemi posisi luar negri sdh bayar kamar acara penting h telpon kamar tdk sedia saldo return selamat traveler yg biasa ln ganti no hp,0,0.998323619365692,Negative
613,baru update malah ga buka,0,0.9999303817749025,Negative
614,okey bngt cepat dam sangat bantu tkd full,1,0.987967848777771,Positive
615,aplikasi memang percaya ga usah ragu booking tiket kereta arus mudik allhamdllilah dapet berkat terimaksih,1,0.9998558759689332,Positive
616,so good way for allhadullah,1,0.9998670816421508,Positive
617,sering lihat banner banyak diskon,1,0.998130977153778,Positive
618,filipus nainggolan hottua ed ganteng,0,0.9997633099555968,Negative
619,app sangat bantu sangat sayang aja harga tiket tampil murah saat capek capek isi semua data pas mau bayar harga naik x lipat,1,0.9996898174285888,Positive
620,uang lenyap layan lambat uang hilang lenyap kisar jtan jwbnnya cuma nunggu pihak spesialis,0,0.9999287128448486,Negative
621,sangat bantu mudah apa ingin,0,0.9806572794914246,Negative
622,daftar paylater udah selesai tp g pasti tolak ayo acc selalu suruh daftar,0,0.9997501969337464,Negative
623,aman nyaman cepat dlm beli tiket kereta,1,0.9994816184043884,Positive
624,mau refund tiket buat dua kali gak udah opsi tinggal pencet pas isi data loadingnya sepanjamg jaman ngeselin maaf bintang dulu lot,0,0.9999345541000366,Negative
625,mesan tiket jadi mudah depan mata,1,0.9180257320404052,Positive
626,aplikasi baik boking tiket hotel,1,0.8851467967033386,Positive
627,terima kasih atas mudah reservasi nya,0,0.9770734310150146,Negative
628,sangat bantu terimakasih atas layan nya,0,0.9994644522666932,Negative
629,sangat bantu sekali mudah guna lengkap,1,0.9505287408828736,Positive
630,thanks sy selalu pakai utk layan tiket jalan,1,0.99983549118042,Positive
631,cari bus dr singaraja semarang selalu ndak percuma payleter tp ndak pakai,0,0.9999316930770874,Negative
632,point tukar produk jadi nganggur ngga kepake,0,0.9999396800994872,Negative
633,recomen bgt buat yg suka jalan,1,0.9996732473373412,Positive
634,sometimes we dont have much time and you give a solution thanks many lot,1,0.619470477104187,Positive
635,senang beli tiket pesawat agent,1,0.9998548030853271,Positive
636,bagus moga amanah makin sukses,1,0.9998553991317748,Positive
637,kok aku ga yah tiket bioskop nya,0,0.999927282333374,Negative
638,sangat bantu mudah cari tiket jalan kapan perlu thanks,1,0.996698558330536,Positive
639,mau login pakai no telpon karna email yg dipake akun aktif ingat password nya niat mau ganti email akun,0,0.9999045133590698,Negative
640,good will job and the best proses,1,0.9998295307159424,Positive
641,tingkat layan aman data langgan,0,0.7472062110900879,Negative
642,minta jelas limit paylater jd turun update sistem yg eror apa aplikasi yg aba minta kembali limit paylater mula cepat parah bgt sistem kalau sistem gmn bs kembang usaha yg castumer kabur semua jd cek akun cepat limit kembali mula,0,0.9999179840087892,Negative
643,fitur segala transaksi laku kali bayar fitur keranjang,0,0.9967966675758362,Negative
644,bagus ssssgkxfjjy bolong jelek gessss,0,0.999907374382019,Negative
645,aplikasi buka pesan tiket bus selalu buka,0,0.9846085906028748,Negative
646,sangat bantu applikasi waktu yg dadak,1,0.9992079138755798,Positive
647,mudah beli tiket moga semua jalan baik,1,0.9997981190681458,Positive
648,mau pesan tiket ribet sekali,0,0.9999181032180786,Negative
649,susah si login buang buang waktu aja g pake,0,0.9999229907989502,Negative
650,ganti hp baru kok paylater ilang daftar telpon operator otomatis,0,0.9999312162399292,Negative
651,proses mudah cepat banyak promo,1,0.9964056015014648,Positive
652,baru update kok makin buruk mau liat harga tiket jdi kesal layan ny,0,0.9999377727508544,Negative
653,lebih senang sama yg dulu beli ticket langsung sat set sat set,1,0.98482346534729,Positive
654,good mohon bantu banyak diskon promo kamar khusus daerah wilayah palembang terimakasih belum atas perhati tetap semangat sukses selalu aamiiin,1,0.9991040825843812,Positive
655,ka ga konek aja versi coba tp malah akses error l,0,0.9999271631240844,Negative
656,layan the best banget pokok mantap betul kemaren pernah transaksi salah nominal transfer cepet banget tanggapin sama recommended pokok,1,0.9997633099555968,Positive
657,sumpah aplikasi baik mesan tiket pesawat hotel lama pakai aplikasi hari haru proses kembali dana tiket yg batal maskapai benar fasilitas baik banyak terima kasih team sukses selalu tahan baik,1,0.9260690212249756,Positive
658,mohon maaf turunin jadi bintang satu paylater nya gak tuju alas data sesuai padahal data benar uninstall hapus semua data,0,0.9999337196350098,Negative
659,d triloka semua jadi lebih baikk,1,0.9997929930686952,Positive
660,terus tingkat kualitas layan nya limit pertama langsung besar naik limit dua nya besar moga terus inovasi jadi lebih baik,1,0.9976488947868348,Positive
661,metode bayar kurang lengkap kurang intruksi bayar,0,0.999924659729004,Negative
662,mahal diskon gede an sama apk belah beda harga sampe rban,0,0.9999065399169922,Negative
663,aplikasi gampang buat cari tempat nginap,1,0.5504570007324219,Positive
664,aplikasi jelek msh mending aplikasi belah kembali uang refund transfer sangat sangat lama padahal terang belum hari kerja malah jadi bulan bulan nyesel pakai,0,0.9999330043792723,Negative
665,bukan lah aplikasi sesuai kriteria mitra mesan online bagaimana mesti kembali uang gua aplikasi haram seluruh rakyat indonesia gak usah pesan sini mangkrap lu andai banyak masalah lambat kan gua susah apk burik,0,0.9998956918716432,Negative
666,benar benar ber terimakasih atas kembali dana refund kembali tiket pesawat hari makan waktu minggu harap selalu baik layan beri makin banyak guna nya updateulasan suksesselalutim,1,0.9996844530105592,Positive
667,selalu pake aplikasi tp udah bulan aplikasi gak d pake,0,0.9999209642410278,Negative
668,aplikasi yg bagus mudah sy pesan tiket pulang kampung,1,0.9964163303375244,Positive
669,aplikasi sampah gila,0,0.9997151494026184,Negative
670,suka karna mudah cari rumah baring baring sukses selalu nb pesan kasih harga yg setandar jangan cari sempat butuh terimakasih,1,0.9997572302818298,Positive
671,salam kenal mau cari tante puas puas aku siap guna budak nafsu tante,1,0.9992260932922364,Positive
672,lebih mudah until mesan tiket dls,0,0.9998801946640016,Negative
673,kisah imijinasi harap panjang jangkoan nya perlu sabar teknis sarat sarat bentuk arti mutu kuwalitas stabilitas jalan tempat jakarta indonesia,1,0.5232986211776733,Positive
674,nice app and very easy to make your vacation,1,0.6782890558242798,Positive
675,sangat cocok buat lebih simpel,1,0.9993498921394348,Positive
676,sulit laku bayar tagih paylatter metode bayar tdk d klik d pilih akhir kena denda,0,0.9999300241470336,Negative
677,kali guna paylater alas aman,1,0.9986633062362672,Positive
678,selalu yakin percaya beli tiket terbang the best thanks,1,0.9998729228973388,Positive
679,sangat bantu semua makin mudah,1,0.9996860027313232,Positive
680,aplikasi sangat bantu utk mudah pesan hotel sesuai dg pilih,1,0.9991135001182556,Positive
681,redeem voucher dr mandiri ga jelas,0,0.999922513961792,Negative
682,good masuk koperasi gebyar apa orang orang dekat orang kenal menang hadiah gebyar adil bijaksana buat semua ikut koperasi gebyar semua butuh hadiah gebyar,1,0.9998108744621276,Positive
683,sangat bantu dgn paylatter makasih,1,0.99979430437088,Positive
684,sangat bantu mudah pesan tiket,1,0.9994953870773317,Positive
685,alhamdulillah dngan ada giat jadi lancarr,1,0.9994934797286988,Positive
686,ga pernah gagal cari hotel tiket pesawat tiket kereta pakai aplikasi top,0,0.999909520149231,Negative
687,harga selalu murah riah moga sukses truss,1,0.9998127818107604,Positive
688,nyobain alam download aplikasi buat pesan tiket bus jalan moga sukses barokah thx ajkh  ,1,0.999823033809662,Positive
689,beli tiket apa jadi mudah,1,0.9996439218521118,Positive
690,the best banyak diskon langgan baik tiket pesawat maupun hotel,1,0.9997139573097228,Positive
691,sangat kecewa beli tiket dgn paylater reschedule tglnya dr juli juli ibu sakit keras indonesia bel paylater lg kena tagih dobel tiket yg baru ga masalah bayar yg sdh tiket khan sdh rubah sdngkan biaya reschedule rb orang tp say tetap harus bayar paylater yg sdh rubah jadwal khan aneh jadi asa beli tiket jt kalu sya byar dobel sejak malam sampe skrg no tanggap,0,0.9999181032180786,Negative
692,mudah bagus harga amanah aplikasi banyak guna berkah buat kerja amin,1,0.9899010062217712,Positive
693,bagus mudah mes tiket promo,0,0.99988853931427,Negative
694,baru x beli tiket pesawat lama sekali terbit sampe sekarang gak nongol chat cs nya muter,0,0.9999330043792723,Negative
695,guna sejak awal diri hingga kini selalu puas layan,1,0.9993353486061096,Positive
696,mau bayar tagih malah gak tp tagih terus dr via sms wa email gimana sih,0,0.999935746192932,Negative
697,oke banget sih buat anti kai access yg eror,0,0.99983012676239,Negative
698,sungguh cepar sekali proses ribet aman,0,0.9999078512191772,Negative
699,sangat mudah cari inap kualitas,0,0.9921011328697203,Negative
700,moga depan makin bonus free yg banyak,1,0.9998099207878112,Positive
701,kok ga buka hp xiomi,0,0.9999221563339232,Negative
702,good job mohon aktif kan paylater sangat butuh jalan luar daerah yg hampir bulan jalan terimakasih,1,0.8074901103973389,Positive
703,sangat bantu jalan jd lebih praktis,1,0.999704897403717,Positive
704,udh mulai ga jelas bayar selalu lancar telat hari ga pernah tp sekarang virtual number guna minta update data udah semua kasih yg asli mau apa aplikasi,0,0.9998859167099,Negative
705,the best moga banyak promo saji tiket voucher hotel makin murah riah,1,0.9998605251312256,Positive
706,murah yg harga lihat tipu sdh masuk ppn bayar gampang ribet moga makin banyak promo,1,0.9976671934127808,Positive
707,sangat recomend beli tiket bus via beli tiket bus angkasa trans jaya rute bal surabaya harus berangkat jam nyata titik jemput berangkat beda tiket akhir cari map lokasi parkir bus tanya langsung po bus nyata berangkat titik jemput konfirmasi pihak po bus banyak komplain kait,0,0.9998599290847778,Negative
708,kalo bayar pake visa ga minta verifikasi tp lgsg proses,0,0.9999147653579712,Negative
709,akun paylater punya guna bayar alas aman,1,0.9997194409370422,Positive
710,proses refund nya terlalu lama aju tuju april sampe sekarang kirim,0,0.9999314546585084,Negative
711,sangat bantu utk mesan hotel,1,0.9992024302482604,Positive
712,meleset payleter g tuju padahal udh langgan,0,0.9999136924743652,Negative
713,coba dulu kalau layan bagus beri bintang,1,0.9995156526565552,Positive
714,baru pertama download daftar pakai nomor hp yg telp dimasukin kali kali kok gak hasil,0,0.9999310970306396,Negative
715,guna setia paylater aktif semenjak covid sekarang mohon kira do aktif terima kasih,1,0.999834418296814,Positive
716,lama lama jelek bgt aplikasi kmrn beli tiket pesawat pke aplikasi tulis blm pesan aktif skrg mau sen tiket dapat masalah koneksi ga recomended lama lama aplikasi,0,0.9999340772628784,Negative
717,lebih mudah meski tinggal pelosok desa trimakasih,1,0.9988524913787842,Positive
718,sangat bantu top deh pokok,1,0.9828002452850342,Positive
719,aplikasi yg sangat baik hati,0,0.7672742605209351,Negative
720,level makin hari makin turun jarang guna hapusin data pribadi sistem min kalau blokir dah,0,0.999896764755249,Negative
721,refund lebih hari kerja kembali gk berkah kamu,0,0.9999111890792848,Negative
722,sekarang ajak kerja sama baik yaa dongg balikin dulu playstore,1,0.9995999932289124,Positive
723,waduh gabisa pake bca mobile metode bayar,0,0.9999157190322876,Negative
724,x sen hotel sana fiktif hotel palsu x sen hotel lg sana suruh bayar suruh nambah x sen bus ga bantu reschedule padahal tanggal lewat,0,0.9999312162399292,Negative
725,lemott bangetttt padahal wifi on paraaahhhh baik dong jaring nya,0,0.9998682737350464,Negative
726,makin baik trimakasih atas mudah,1,0.996073603630066,Positive
727,level turun jelas padahal bayar pernah nunggak kecewa dah mohon profesionalitas nya tingkat lbh baik lg,0,0.9999301433563232,Negative
728,nyoba booking inap dekat kampus cinta eh sukses,0,0.998507559299469,Negative
729,waktu bayar via transfer harus jam iya kalau yg mau beli tiket orang kota mana atm kalau jauh kota ga atm trus gimana sulit kan baik,0,0.9998724460601808,Negative
730,bintang nya udah aku edit jadi sukses buat,1,0.99955815076828,Positive
731,sangat bantu pergi keluarga laksana jalan dinas pola talang awal,0,0.9997650980949402,Negative
732,sgt bantu keluarga kalo mau trafeling,1,0.987363874912262,Positive
733,sekarang tiket bioskop beli lalu,1,0.93873393535614,Positive
734,moga dapt sedia harga murah amin,1,0.9997813105583192,Positive
735,gak masalah sih benar dgn pesan tiket atau booking hotel tp yg sesal tahun pakai aplikasi buat booking tiket pesawat tp ngajukan paylater tdak pernah tuju parah sorry,0,0.9999196529388428,Negative
736,pesan tiket sangat bantu sukses selalu utk,1,0.9997745156288148,Positive
737,aplikasi sekarang sering sekali lemottt utk cek tiket sja susah tdk bsa connect,0,0.999935269355774,Negative
738,akun paylater sy nonaktif sy selalu bayar tepat waktu pernah laku beli dada komplain jawab chat maupun email pihak kredit investigasi akun paylater sy kan situ bukti bayar sy yg selalu ontime langgan lama tolong benah utama bagi kredit layan konsumen,0,0.9979764819145204,Negative
739,apk bagus mesan cepat akurat mudah traveling mesan akomodasi lain sukses terus,1,0.9992308616638184,Positive
740,waktu alih aplikasi yg lbh baik cepat mudah akurat terpecaya singkat waktu refundnya,1,0.9974079728126526,Positive
741,aplikasi nya lancar mudah guna,0,0.9998346567153932,Negative
742,temu tiket pesawat yg murah pikir memang tiket murah yg cari nyata ketemu aplikasi maaf,1,0.9994957447052002,Positive
743,terimakasih semua kali kalau ngasih voucher coupon buat diskon betul pake bukan cuman pajang doang okey,1,0.9989890456199646,Positive
744,situs boking tiket pesawat pling top lah,1,0.9994511008262634,Positive
745,ckup cpat untk selesai beli,0,0.9981220364570618,Negative
746,kali pesan tiket pesawat hotel pasti tgl bulan benar pas pesan malah salah bulan salah tgl lah gimana telfon customer service malah tdk bantu sama sekali,0,0.9999216794967652,Negative
747,mudah dlm mesan mengakomodir semua transportasi umum,1,0.998444139957428,Positive
748,dulu soal paylaternya bom buat beli tiket atraksi dufan ancol moga limit nya naik dsn guna todo,0,0.9989739656448364,Negative
749,tempat percaya tuk beli tiket pulang kampung,1,0.9995321035385132,Positive
750,sisa tagih tinggal bayar mulai bulan maret lalu skr tetap muncul tagih kurang tambah biaya layan akhir bayar ttapi masuk riwayat transaksi limit full,0,0.9999022483825684,Negative
751,uninstal aja paylater ga kasih,0,0.999930500984192,Negative
752,aju playter tolak mohon hapus data jangan salah kan data terima kasih,0,0.9999210834503174,Negative
753,iklan banyak banget nih app sampah,0,0.9996682405471802,Negative
754,pernah pakai in syaa allah amanah,1,0.998526692390442,Positive
755,sangat bantu proses beli tiket,1,0.9950769543647766,Positive
756,buruk aplikasi jelek,0,0.9998791217803956,Negative
757,apk nya eror terus gak fungsi,0,0.999934196472168,Negative
758,gw gak pake aplikasi cuman rating rendah gara iklan ni aplikasi muncul mulu ganggu bgst,0,0.9999384880065918,Negative
759,harga hotel pesan jadi murah harga yg pesan padahal hotel yg sama jenis tipe kamar sama pas cek aplikasi malah lebih murah sesal pesan,1,0.9960905909538268,Positive
760,susah sekali ngajuin refund ganti schedule maskapai minggu terus an sistem error solusi,0,0.9999210834503174,Negative
761,otp nya gak jelas salah terus,0,0.9999366998672484,Negative
762,terimakasih respon layan sangat baik harga sesuai amanah,0,0.9994205236434937,Negative
763,taiii laggg trus klo mau cek rute,0,0.9999290704727172,Negative
764,cukup puas tdk promo tiket murah,0,0.9997479319572448,Negative
765,sangat bantu dlm cari hotel maupun pesawat,1,0.9987181425094604,Positive
766,sangat mudah gampang pergi aplikasi,0,0.9912990927696228,Negative
767,aplikasi fresh,1,0.7346516251564026,Positive
768,mohon bantu hapus score biceking slip ojk lunas pay lama teks score jelek biceking pay sangat kecewa layan pay,0,0.9999308586120604,Negative
769,treveloka trimakasih atas fasilitas yg baik tumpang pesawat,1,0.999682068824768,Positive
770,otw uninstal terlalu ribet ganti nama aja perlu pin pin nya aja ga masukin bikin pin baru aja ulang,0,0.9999226331710817,Negative
771,sangat bantu cari hotel senang rating hotel atas saran total jumlah harga kamar pesan malam inap mudah cari hotel sesuai budget lama inap moga makin banyak inap daerah pencil gabung,1,0.9997215867042542,Positive
772,aplikasi sangat bantu mudah pesan tiket sini terima kasih,1,0.999756157398224,Positive
773,t o p top jempol,1,0.9992826581001282,Positive
774,beri mudah nyaman tepat banyak fasilitas yg butuh,0,0.971195638179779,Negative
775,ui yg mudah guna tunjuk yg terus tampil guna baru jadi mudah guna akses menu menu,1,0.9992417097091676,Positive
776,mohon lebih rapih pihak usaha travelaka hotel jangan beda harga pas cek in,0,0.9997971653938292,Negative
777,pesan check in nyata nama muncul custumer service ditelfon atas masalah slow respon lempar lempar,0,0.999919295310974,Negative
778,buat refund sulit verifikasi g kirim via wa trus waktu habis,0,0.9999221563339232,Negative
779,harus lebih selektif cari partner hotel krn hotel yg layak huni iklan coba cek hotel ogh doni jogja pintu tutup kunci minum handuk alat mandi bagus kamar kos,1,0.9734321236610411,Positive
780,mau tambah nomor tlp sama email aja susah minta ampum,0,0.9999295473098756,Negative
781,jujur aplikasi sangat bantu guna paylater nya lama bulan akhir guna paylater nya sangat kecewa pernah telat bayar paylater bahkan dapat limit jt baik sistem bayar paylater nya terima kasih,0,0.999922513961792,Negative
782,proses mesan mudah cepat banyak fitur nya mulai terbang tiket kereta hotel hingga destinasi wahana rekreasi keluarga,1,0.9997202754020692,Positive
783,waktu jalan tiket sesuai fasilitas tulis sesuai layan customer service sangat buruk bantu sama sekali,0,0.9999216794967652,Negative
784,kereen selalu muas wiwid collection semarang,0,0.9998817443847656,Negative
785,kurang ada opsi bayar lewat dompet digital terlalu sering promosi paylater beli voucher game bayar tagih pln,0,0.9998750686645508,Negative
786,proses nya cepat layan nya baik,0,0.998336374759674,Negative
787,cara mudah belanja beli apa sja,1,0.9990585446357728,Positive
788,customer service saudari ana sangat solutif kes cuek ramah sama sekali tiba tlp mati sangat sopan sama sekali telpon kali angkat masalah yg hadap selesai rugi sekali kerja org tolol iya tugas call center nama ana alam buruk jadi catat penting tidak nya lingkung dekat sy wanti,0,0.9997255206108092,Negative
789,meng download aplikasi selalu coba selalu error,0,0.9999324083328248,Negative
790,parah sih mw refund lg btuh bgt cash ga pembritahuan awal kalau bakal ganti voucher cuma info tiket refund eh malah trnyata kata bijak maskapai ambyar dah kasih voucher mana cuma laku th kecewa banget dulu ga kaya gitu mhon next info detail min jadi sekali cari tiket murah angus angus sklian,0,0.999926209449768,Negative
791,alhamdulillah paylater sdh sangat bantu,1,0.999847173690796,Positive
792,biar cepat respons ttg apa yg ingin kasih aja biar cepat,1,0.9970563650131226,Positive
793,lumayan cuman paylaternya yg tdi jt jdi jt gimana,0,0.999897837638855,Negative
794,donk kembali dana jangan lamaaa bayar pake duit duit perlu buat beli tiket baru maskapai enak aja cancel terbang refund lamaaa,0,0.9999083280563354,Negative
795,sangat guna buat orang yg jalan jau mudik,1,0.9945370554924012,Positive
796,parah layan nya sekarang bayar tunda terus cs nya leleeeeeeeeeettttt nerima komplenan kapokk akhir pake,0,0.9999388456344604,Negative
797,sangat rekomendasi jalan pribadi via apa sangat mudah proses cepat refund cepat mantap,1,0.9963395595550536,Positive
798,ubah harga nya dong harga nya naik turun terus mahal banget coi,0,0.9999221563339232,Negative
799,makasih yg setia teman baik hati dgn bonus,1,0.9998558759689332,Positive
800,first time nyoba aplikasi moga lancar,1,0.9915267825126648,Positive
801,sangat batu dlm sana hotel sesuai butuh,0,0.9998989105224608,Negative
802,promo promo tambah donk min,1,0.999686598777771,Positive
803,sangat bantu beli tiket pesawat kereta api hotel terimakasih,1,0.9996768236160278,Positive
804,mahal harga transfer beberapa bank tentu sering masalah,0,0.999914288520813,Negative
805,cukup lama pakai aplikasi pernah dapet reward apa apa,0,0.999886393547058,Negative
806,dapat voucher apa jauh lebih murah bayar ticked pesawat voucer hotel,1,0.9995949864387512,Positive
807,sekarang kasih bintang empat dulu dulu pernah pesan tiket aplikasi rescudle kembali biaya tiket,0,0.999087929725647,Negative
808,mudah buat cari inap kondisi desak tengkiyuuu,0,0.9999176263809204,Negative
809,aplikasi tipu udah pesan tiket udah bayar tiba tiba dibatalin terbang nya terus uang kembali potong gak ngotak yg batalin aja kena potong saran gak usah pakai aplikasi kali kena tipu sama aplikasi aplikasi ajg memang,0,0.9999105930328368,Negative
810,pernah dobel mesan minta aju batal gak respon harap saldo paylater ehh malah gak respon makin kesini makin susah aja nih,0,0.9999350309371948,Negative
811,kecewa layan atas beli tiket garuda indonesia hari hari minggu tuju gorontalo sistem adu robot feedback lama ganti refund juta harga tiket juta bapak ibu saran pindah aplikasi travels penuh layan cenderung rugi konsumen contoh istri,0,0.9999284744262696,Negative
812,bayar paylater lewat bri baik nya lama sekali,0,0.9999135732650756,Negative
813,terimakasih buat jalan jadi mudah mulai tiket pesawat tiket hotel lalu mobil rental semua lengkap makasih banyak poko sukses terus senang guna aplikasi,1,0.9998605251312256,Positive
814,akhir susah banget loginnya knp beda dng aplikasi tiket pesawat yg,0,0.9999237060546876,Negative
815,tiap mau nyari rental mobil mesti maintenance mulu apasih kendala udah upgrade malah sulit gimana sih yg awal bintang jadi ngasih bintang kan,0,0.9999220371246338,Negative
816,bayar lewat bca virtual account tdk,0,0.9998701810836792,Negative
817,aplikasi bagus apa dulu pakai aplikasi,0,0.929493486881256,Negative
818,parah udah trf tp hotel kamar penuh lantas dana gak lsg malah d suruh nunggu hari kerja,0,0.9999265670776368,Negative
819,sy guna setia sbnrnya dpt limit paylater smp jt bs jg pakai utk belanja e commerce sy udh pk buat belanja nah sy bayar lancar bahkan bayar cepat tp minggu trkhr sy mau pakai malah ga ad masalah mohon konfirmasi min,1,0.9990591406822203,Positive
820,aju virtual number tuju mau aktif,0,0.9999045133590698,Negative
821,bgs tp terlalu sering muncul iklan hp jd sebel,0,0.999929904937744,Negative
